0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
0|-58|-81|-99|85|20|-45|-30|43|18|72|-56|95|-92|59|-77|64|35|29|9|16|33|68|-19|67|-84|43|-28|-16|-77|-30|77|30|-80|-63|20|19|99|-17|85|29|68|96|-53|-64|14|0|8|88|-40|39|57|-79|-63|-26|-63|-88|89|-37|-54|21|90|58|-69|97|38|-8|-62|10|-18|78|72|43|63|-44|-94|81|-92|29|9|-30|34|99|94|-10|73|48|48|-4|-69|58|97|53|-10|-73|47|94|55|-7|0
0|-83|-4|4|9|-76|46|-7|-15|-85|39|-97|49|-63|21|28|69|99|74|-77|49|-72|-47|39|18|30|2|-2|-27|-31|-81|-58|-74|-93|-92|73|-84|-51|17|12|-6|2|46|61|72|-34|-84|-40|-19|-57|8|79|-52|-71|-62|-42|83|32|-71|-23|51|85|-32|-86|69|56|-26|7|-68|-97|63|-2|10|89|-90|4|92|63|97|-17|26|-65|-22|78|26|-38|87|-66|77|35|-99|-56|60|-79|-23|91|-44|-89|-54|0
0|-78|28|-40|-49|-16|76|55|79|-64|60|-20|-57|81|-70|-48|-62|-45|-40|95|-65|-60|20|-57|-80|98|-64|40|-28|-54|4|-47|97|-85|15|-18|82|-100|76|-52|77|2|63|4|-29|65|14|-25|26|84|-52|17|95|29|31|12|-73|30|-68|84|-19|89|16|-75|40|53|-68|9|-36|12|-45|-10|53|40|-70|-63|0|-31|12|-23|-18|-77|-61|11|97|-20|62|66|-50|-48|89|89|-6|-90|96|-90|-99|21|15|0
0|-73|-98|36|78|54|95|-97|-68|-88|94|-23|61|16|7|-73|-33|-54|51|-95|72|-48|8|86|43|-32|-17|-36|-72|30|-30|36|3|-49|20|-94|49|39|59|-22|81|-28|-34|44|-11|-11|32|77|-6|84|-6|-74|-47|59|-38|11|16|-71|-25|13|-28|-39|-44|-62|-8|-59|-89|-6|81|68|-34|88|-59|42|43|-33|-86|66|75|24|-52|-80|-58|-6|81|60|22|-26|-95|60|71|-52|12|95|95|26|74|32|63|0
0|72|-64|97|10|-34|62|58|85|-32|-27|24|45|-31|66|-75|100|27|-88|47|44|-56|76|-72|16|50|15|52|81|5|-35|-54|4|0|5|73|39|2|82|5|96|56|-28|-29|24|20|91|-24|-71|-15|76|-89|71|-90|-57|3|93|32|70|69|17|-33|80|-80|2|14|-53|68|-72|93|61|-50|65|44|82|1|39|50|35|-18|90|54|85|95|45|41|41|37|96|29|65|9|3|-64|34|-12|89|11|97|0
0|-97|75|-88|47|50|-54|-31|-51|8|-68|-33|-21|-57|-79|-36|88|-85|24|11|-62|56|-51|-53|-90|-37|0|-83|-81|52|-78|-58|-93|-76|-64|-53|-17|65|61|-65|10|-72|-60|-8|1|-20|-68|83|93|74|-23|-66|-4|-54|29|59|-31|-11|9|-38|40|4|27|91|-59|-75|-15|-17|-50|-52|38|-31|11|-34|-35|-42|0|-31|88|27|3|75|-16|-90|-25|-60|-3|8|29|12|-58|84|46|-30|51|82|39|9|-99|0
0|-65|-5|18|52|61|-43|-72|87|-82|-31|42|59|1|15|18|-69|43|16|91|-92|-41|81|24|-20|-56|-86|13|6|-27|12|25|-99|-23|62|-27|92|37|-84|-30|-25|47|-90|-58|89|17|65|-10|-71|63|-98|-69|-32|40|70|54|-45|-100|-35|81|-33|-38|-17|71|82|23|14|-2|-93|-36|-16|-90|74|20|-25|14|5|-25|-68|46|-32|82|78|69|32|48|1|-9|26|-40|35|-61|57|52|10|91|56|88|-41|0
0|-17|-17|-66|-33|31|-85|25|38|90|84|23|-15|-51|-33|78|87|-52|5|33|-44|78|-23|45|-42|-70|8|45|-70|26|-34|-4|-3|7|88|-30|-57|-10|-47|-82|-51|-64|88|-26|-98|6|-51|51|-19|-20|-7|-33|-20|82|99|81|-6|-34|-18|-7|37|-67|-21|-26|-92|-52|29|-29|13|-20|65|69|13|53|6|-28|-22|77|-51|-65|-39|25|60|26|-67|51|-67|98|8|70|82|-82|74|-20|35|-35|54|-55|-83|0
0|82|1|38|-20|42|-36|-31|84|21|82|-99|54|53|-14|-76|-86|24|-59|18|-62|48|10|67|-72|27|-11|-68|-26|88|88|-94|-8|-97|-55|-87|28|22|43|29|-3|-43|67|-98|-22|-20|88|-95|-42|67|78|-18|93|84|-7|-33|-58|27|-34|58|90|75|-99|98|-33|-14|96|-65|39|28|-53|-65|-48|30|-74|70|36|61|-95|-95|-13|94|-55|-71|-48|-83|98|-96|-8|71|-99|77|-60|58|-59|-36|-100|-10|31|0
0|42|-81|-45|43|-54|90|-17|-29|70|47|91|-58|86|50|-23|-24|-18|16|-54|-32|-32|32|-92|54|40|-22|-33|-48|79|-33|-94|95|63|-62|-82|-56|-25|-71|-11|-42|21|-71|-29|58|-11|54|41|-11|2|13|49|58|-72|-70|-14|10|-44|12|24|-7|75|-76|-98|-15|2|28|-21|-9|-52|-43|-51|-48|7|5|27|78|60|-84|73|59|-12|59|47|20|58|-56|-70|-85|-74|84|86|90|-26|35|15|11|36|5|0
0|86|-16|9|41|-17|-100|21|-6|23|59|-31|-64|-3|-11|11|-78|-97|82|-46|49|-83|-32|-53|-11|93|54|52|58|18|79|43|50|85|0|-55|12|6|-33|-24|91|-79|-8|72|-61|78|-30|-19|-32|-77|-19|51|-39|63|-55|42|98|58|-40|-100|-98|17|-91|-22|-77|99|-22|-24|63|-19|-12|62|-19|52|-3|-28|95|87|80|42|80|-95|67|-94|-55|81|-21|39|49|88|-70|-81|88|88|-99|-94|-9|57|14|0
0|-89|-71|3|40|-57|36|-99|-84|17|54|14|-36|-67|98|-47|42|-81|35|61|-81|53|6|-72|37|19|-91|-95|-86|100|-87|-24|10|-22|89|-47|67|-90|-60|-78|76|-81|-39|-16|88|-74|18|21|35|-49|-8|-87|-16|-48|40|70|-4|12|-49|42|75|80|-4|38|-33|-6|79|-93|-24|-18|-3|-91|40|95|-5|62|50|-3|-57|-50|9|-21|-64|20|59|73|-24|-63|-99|-57|-82|70|-94|82|-33|-33|-36|41|61|0
